"code","phecode_unrolled"
"736.1","736"
"736.2","736.2"
"736.2","736"
"736.3","736.3"
"736.3","736"
"736.4","736.4"
"736.4","736"
"736.41","736.41"
"736.41","736.4"
"736.41","736"
"736.42","736.42"
"736.42","736.4"
"736.42","736"
"736.5","736.5"
"736.5","736"
"736.6","736.6"
"736.6","736"
"737","737"
"737.1","737.1"
"737.1","737"
"737.2","737.2"
"737.2","737"
"737.3","737.3"
"737.3","737"
"737.4","737.4"
"737.4","737"
"738","738"
"738.4","738.4"
"738.4","738"
"739","739"
"740","740"
"740.1","740.1"
"740.1","740"
"740.11","740.11"
"740.11","740.1"
"740.11","740"
"740.12","740.12"
"740.12","740.1"
"740.12","740"
"740.9","740.9"
"740.9","740"
"741","741"
"741.1","741.1"
"741.1","741"
"741.2","741.2"
"741.2","741"
"741.3","741.3"
"741.3","741"
"741.4","741.4"
"741.4","741"
"741.5","741.5"
"741.5","741"
"741.6","741.6"
"741.6","741"
"742","742"
"742.1","742.1"
"742.1","742"
"742.2","742.2"
"742.2","742"
"742.8","742.8"
"742.8","742"
"742.9","742.9"
"742.9","742"
"743","743"
"743.1","743.1"
"743.1","743"
"743.11","743.11"
"743.11","743.1"
"743.11","743"
"743.13","743.13"
"743.13","743.1"
"743.13","743"
"743.2","743.2"
"743.2","743"
"743.21","743.21"
"743.21","743.2"
"743.21","743"
"743.22","743.22"
"743.22","743.2"
"743.22","743"
"743.4","743.4"
"743.4","743"
"743.9","743.9"
"743.9","743"
"745","745"
"747","747"
"747.1","747.1"
"747.1","747"
"747.11","747.11"
"747.11","747.1"
"747.11","747"
"747.111","747.111"
"747.111","747.11"
"747.111","747.1"
"747.111","747"
"747.1111","747.1111"
"747.1111","747.111"
"747.1111","747.11"
"747.1111","747.1"
"747.1111","747"
"747.1112","747.1112"
"747.1112","747.111"
"747.1112","747.11"
"747.1112","747.1"
"747.1112","747"
"747.1113","747.1113"
"747.1113","747.111"
"747.1113","747.11"
"747.1113","747.1"
"747.1113","747"
"747.11131","747.11131"
"747.11131","747.1113"
"747.11131","747.111"
"747.11131","747.11"
"747.11131","747.1"
"747.11131","747"
"747.11132","747.11132"
"747.11132","747.1113"
"747.11132","747.111"
"747.11132","747.11"
"747.11132","747.1"
"747.11132","747"
"747.11133","747.11133"
"747.11133","747.1113"
"747.11133","747.111"
"747.11133","747.11"
"747.11133","747.1"
"747.11133","747"
"747.112","747.112"
"747.112","747.11"
"747.112","747.1"
"747.112","747"
"747.113","747.113"
"747.113","747.11"
"747.113","747.1"
"747.113","747"
"747.114","747.114"
"747.114","747.11"
"747.114","747.1"
"747.114","747"
"747.115","747.115"
"747.115","747.11"
"747.115","747.1"
"747.115","747"
"747.1151","747.1151"
"747.1151","747.115"
"747.1151","747.11"
"747.1151","747.1"
"747.1151","747"
"747.1152","747.1152"
"747.1152","747.115"
"747.1152","747.11"
"747.1152","747.1"
"747.1152","747"
"747.116","747.116"
"747.116","747.11"
"747.116","747.1"
"747.116","747"
"747.117","747.117"
"747.117","747.11"
"747.117","747.1"
"747.117","747"
"747.118","747.118"
"747.118","747.11"
"747.118","747.1"
"747.118","747"
"747.119","747.119"
"747.119","747.11"
"747.119","747.1"
"747.119","747"
"747.1191","747.1191"
"747.1191","747.119"
"747.1191","747.11"
"747.1191","747.1"
"747.1191","747"
"747.1192","747.1192"
"747.1192","747.119"
"747.1192","747.11"
"747.1192","747.1"
"747.1192","747"
"747.12","747.12"
"747.12","747.1"
"747.12","747"
"747.121","747.121"
"747.121","747.12"
"747.121","747.1"
"747.121","747"
"747.1211","747.1211"
"747.1211","747.121"
"747.1211","747.12"
"747.1211","747.1"
"747.1211","747"
"747.1212","747.1212"
"747.1212","747.121"
"747.1212","747.12"
"747.1212","747.1"
"747.1212","747"
"747.1213","747.1213"
"747.1213","747.121"
"747.1213","747.12"
"747.1213","747.1"
"747.1213","747"
"747.122","747.122"
"747.122","747.12"
"747.122","747.1"
"747.122","747"
"747.1221","747.1221"
"747.1221","747.122"
"747.1221","747.12"
"747.1221","747.1"
"747.1221","747"
"747.1222","747.1222"
"747.1222","747.122"
"747.1222","747.12"
"747.1222","747.1"
"747.1222","747"
"747.123","747.123"
"747.123","747.12"
"747.123","747.1"
"747.123","747"
"747.1231","747.1231"
"747.1231","747.123"
"747.1231","747.12"
"747.1231","747.1"
"747.1231","747"
"747.1232","747.1232"
"747.1232","747.123"
"747.1232","747.12"
"747.1232","747.1"
"747.1232","747"
"747.124","747.124"
"747.124","747.12"
"747.124","747.1"
"747.124","747"
"747.125","747.125"
"747.125","747.12"
"747.125","747.1"
"747.125","747"
"747.126","747.126"
"747.126","747.12"
"747.126","747.1"
"747.126","747"
"747.127","747.127"
"747.127","747.12"
"747.127","747.1"
"747.127","747"
"747.128","747.128"
"747.128","747.12"
"747.128","747.1"
"747.128","747"
"747.13","747.13"
"747.13","747.1"
"747.13","747"
"747.131","747.131"
"747.131","747.13"
"747.131","747.1"
"747.131","747"
"747.132","747.132"
"747.132","747.13"
"747.132","747.1"
"747.132","747"
"747.133","747.133"
"747.133","747.13"
"747.133","747.1"
"747.133","747"
"747.134","747.134"
"747.134","747.13"
"747.134","747.1"
"747.134","747"
"747.135","747.135"
"747.135","747.13"
"747.135","747.1"
"747.135","747"
"747.136","747.136"
"747.136","747.13"
"747.136","747.1"
"747.136","747"
"747.1361","747.1361"
"747.1361","747.136"
"747.1361","747.13"
"747.1361","747.1"
"747.1361","747"
"747.1362","747.1362"
"747.1362","747.136"
"747.1362","747.13"
"747.1362","747.1"
"747.1362","747"
"747.137","747.137"
"747.137","747.13"
"747.137","747.1"
"747.137","747"
"747.138","747.138"
"747.138","747.13"
"747.138","747.1"
"747.138","747"
"747.139","747.139"
"747.139","747.13"
"747.139","747.1"
"747.139","747"
"747.1391","747.1391"
"747.1391","747.139"
"747.1391","747.13"
"747.1391","747.1"
"747.1391","747"
"747.1392","747.1392"
"747.1392","747.139"
"747.1392","747.13"
"747.1392","747.1"
"747.1392","747"
"747.14","747.14"
"747.14","747.1"
"747.14","747"
"747.15","747.15"
"747.15","747.1"
"747.15","747"
"747.16","747.16"
"747.16","747.1"
"747.16","747"
"747.17","747.17"
"747.17","747.1"
"747.17","747"
"747.2","747.2"
"747.2","747"
"747.3","747.3"
"747.3","747"
"748","748"
"748.1","748.1"
"748.1","748"
"748.2","748.2"
"748.2","748"
"748.3","748.3"
"748.3","748"
"749","749"
"749.1","749.1"
"749.1","749"
"749.11","749.11"
"749.11","749.1"
"749.11","749"
"749.12","749.12"
"749.12","749.1"
"749.12","749"
"749.13","749.13"
"749.13","749.1"
"749.13","749"
"749.2","749.2"
"749.2","749"
"749.3","749.3"
"749.3","749"
"749.4","749.4"
"749.4","749"
"749.5","749.5"
"749.5","749"
"749.6","749.6"
"749.6","749"
"749.7","749.7"
"749.7","749"
"750","750"
"750.1","750.1"
"750.1","750"
"750.11","750.11"
"750.11","750.1"
"750.11","750"
"750.13","750.13"
"750.13","750.1"
"750.13","750"
"750.131","750.131"
"750.131","750.13"
"750.131","750.1"
"750.131","750"
"750.132","750.132"
"750.132","750.13"
"750.132","750.1"
"750.132","750"
"750.133","750.133"
"750.133","750.13"
"750.133","750.1"
"750.133","750"
"750.134","750.134"
"750.134","750.13"
"750.134","750.1"
"750.134","750"
"750.135","750.135"
"750.135","750.13"
"750.135","750.1"
"750.135","750"
"750.136","750.136"
"750.136","750.13"
"750.136","750.1"
"750.136","750"
"750.14","750.14"
"750.14","750.1"
"750.14","750"
"750.15","750.15"
"750.15","750.1"
"750.15","750"
"750.151","750.151"
"750.151","750.15"
"750.151","750.1"
"750.151","750"
"750.152","750.152"
"750.152","750.15"
"750.152","750.1"
"750.152","750"
"750.2","750.2"
"750.2","750"
"750.21","750.21"
"750.21","750.2"
"750.21","750"
"750.211","750.211"
"750.211","750.21"
"750.211","750.2"
"750.211","750"
"750.212","750.212"
"750.212","750.21"
"750.212","750.2"
"750.212","750"
"750.213","750.213"
"750.213","750.21"
"750.213","750.2"
"750.213","750"
"750.214","750.214"
"750.214","750.21"
"750.214","750.2"
"750.214","750"
"750.215","750.215"
"750.215","750.21"
"750.215","750.2"
"750.215","750"
"750.216","750.216"
"750.216","750.21"
"750.216","750.2"
"750.216","750"
"750.22","750.22"
"750.22","750.2"
"750.22","750"
"750.221","750.221"
"750.221","750.22"
"750.221","750.2"
"750.221","750"
"750.222","750.222"
"750.222","750.22"
"750.222","750.2"
"750.222","750"
"750.223","750.223"
"750.223","750.22"
"750.223","750.2"
"750.223","750"
"750.224","750.224"
"750.224","750.22"
"750.224","750.2"
"750.224","750"
"750.225","750.225"
"750.225","750.22"
"750.225","750.2"
"750.225","750"
"750.5","750.5"
"750.5","750"
"751","751"
"751.1","751.1"
"751.1","751"
"751.11","751.11"
"751.11","751.1"
"751.11","751"
"751.111","751.111"
"751.111","751.11"
"751.111","751.1"
"751.111","751"
"751.112","751.112"
"751.112","751.11"
"751.112","751.1"
"751.112","751"
"751.113","751.113"
"751.113","751.11"
"751.113","751.1"
"751.113","751"
"751.12","751.12"
"751.12","751.1"
"751.12","751"
"751.121","751.121"
"751.121","751.12"
"751.121","751.1"
"751.121","751"
"751.122","751.122"
"751.122","751.12"
"751.122","751.1"
"751.122","751"
"751.123","751.123"
"751.123","751.12"
"751.123","751.1"
"751.123","751"
"751.124","751.124"
"751.124","751.12"
"751.124","751.1"
"751.124","751"
"751.125","751.125"
"751.125","751.12"
"751.125","751.1"
"751.125","751"
"751.126","751.126"
"751.126","751.12"
"751.126","751.1"
"751.126","751"
"751.127","751.127"
"751.127","751.12"
"751.127","751.1"
"751.127","751"
"751.128","751.128"
"751.128","751.12"
"751.128","751.1"
"751.128","751"
"751.13","751.13"
"751.13","751.1"
"751.13","751"
"751.2","751.2"
"751.2","751"
"751.21","751.21"
"751.21","751.2"
"751.21","751"
"751.22","751.22"
"751.22","751.2"
"751.22","751"
"751.221","751.221"
"751.221","751.22"
"751.221","751.2"
"751.221","751"
"751.222","751.222"
"751.222","751.22"
"751.222","751.2"
"751.222","751"
"751.23","751.23"
"751.23","751.2"
"751.23","751"
"751.3","751.3"
"751.3","751"
"752","752"
"752.1","752.1"
"752.1","752"
"752.11","752.11"
"752.11","752.1"
"752.11","752"
"752.2","752.2"
"752.2","752"
"752.21","752.21"
"752.21","752.2"
"752.21","752"
"752.22","752.22"
"752.22","752.2"
"752.22","752"
"752.23","752.23"
"752.23","752.2"
"752.23","752"
"752.24","752.24"
"752.24","752.2"
"752.24","752"
"752.25","752.25"
"752.25","752.2"
"752.25","752"
"752.26","752.26"
"752.26","752.2"
"752.26","752"
"753","753"
"753.1","753.1"
"753.1","753"
"753.2","753.2"
"753.2","753"
"754","754"
"754.1","754.1"
"754.1","754"
"754.2","754.2"
"754.2","754"
"755","755"
"755.1","755.1"
"755.1","755"
"755.3","755.3"
"755.3","755"
"755.4","755.4"
"755.4","755"
"755.6","755.6"
"755.6","755"
"755.61","755.61"
"755.61","755.6"
"755.61","755"
"756","756"
"756.1","756.1"
"756.1","756"
"756.11","756.11"
"756.11","756.1"
"756.11","756"
"756.12","756.12"
"756.12","756.1"
"756.12","756"
"756.13","756.13"
"756.13","756.1"
"756.13","756"
"756.14","756.14"
"756.14","756.1"
"756.14","756"
"756.2","756.2"
"756.2","756"
"756.21","756.21"
"756.21","756.2"
"756.21","756"
"756.22","756.22"
"756.22","756.2"
"756.22","756"
"756.3","756.3"
"756.3","756"
"756.4","756.4"
"756.4","756"
"756.5","756.5"
"756.5","756"
"756.51","756.51"
"756.51","756.5"
"756.51","756"
"756.52","756.52"
"756.52","756.5"
"756.52","756"
"757","757"
"758","758"
"758.1","758.1"
"758.1","758"
"758.11","758.11"
"758.11","758.1"
"758.11","758"
"758.12","758.12"
"758.12","758.1"
"758.12","758"
"758.13","758.13"
"758.13","758.1"
"758.13","758"
"758.14","758.14"
"758.14","758.1"
"758.14","758"
"758.15","758.15"
"758.15","758.1"
"758.15","758"
"758.16","758.16"
"758.16","758.1"
"758.16","758"
"758.17","758.17"
"758.17","758.1"
"758.17","758"
"758.18","758.18"
"758.18","758.1"
"758.18","758"
"758.19","758.19"
"758.19","758.1"
"758.19","758"
"758.1A","758.1A"
"758.1A","758.1"
"758.1A","758"
"758.1B","758.1B"
"758.1B","758.1"
"758.1B","758"
"758.1C","758.1C"
"758.1C","758.1"
"758.1C","758"
"758.1D","758.1D"
"758.1D","758.1"
"758.1D","758"
"758.1E","758.1E"
"758.1E","758.1"
"758.1E","758"
"758.2","758.2"
"758.2","758"
"758.3","758.3"
"758.3","758"
"758.4","758.4"
"758.4","758"
"759","759"
"759.1","759.1"
"759.1","759"
"759.2","759.2"
"759.2","759"
"759.3","759.3"
"759.3","759"
"759.4","759.4"
"759.4","759"
"760","760"
"761","761"
"763","763"
"764","764"
"765","765"
"766","766"
"767","767"
"769","769"
"770","770"
"771","771"
"771.1","771.1"
"771.1","771"
"771.2","771.2"
"771.2","771"
"772","772"
"772.1","772.1"
"772.1","772"
"772.2","772.2"
"772.2","772"
"772.3","772.3"
"772.3","772"
"772.4","772.4"
"772.4","772"
"772.6","772.6"
"772.6","772"
"773","773"
"780","780"
"781","781"
"781.1","781.1"
"781.1","781"
"781.2","781.2"
"781.2","781"
"782","782"
"782.3","782.3"
"782.3","782"
"782.6","782.6"
"782.6","782"
"783","783"
"783.1","783.1"
"783.1","783"
"785","785"
"788","788"
"789","789"
"789.1","789.1"
"789.1","789"
"790","790"
"790.1","790.1"
"790.1","790"
"790.6","790.6"
"790.6","790"
"790.8","790.8"
"790.8","790"
"790.9","790.9"
"790.9","790"
"791","791"
"792","792"
"792.1","792.1"
"792.1","792"
"793","793"
"793.2","793.2"
"793.2","793"
"794","794"
"795","795"
"797","797"
"797.1","797.1"
"797.1","797"
"798","798"
"798.1","798.1"
"798.1","798"
"799","799"
"800","800"
"800.1","800.1"
"800.1","800"
"800.2","800.2"
"800.2","800"
"800.3","800.3"
"800.3","800"
"800.4","800.4"
"800.4","800"
"801","801"
"801.1","801.1"
"801.1","801"
"802","802"
"803","803"
"803.1","803.1"
"803.1","803"
"803.2","803.2"
"803.2","803"
"803.21","803.21"
"803.21","803.2"
"803.21","803"
"803.3","803.3"
"803.3","803"
"804","804"
"805","805"
"807","807"
"809","809"
"816","816"
"817","817"
"818","818"
"818.1","818.1"
"818.1","818"
"818.2","818.2"
"818.2","818"
"819","819"
"823","823"
"830","830"
"835","835"
"836","836"
"840","840"
"840.2","840.2"
"840.2","840"
"840.3","840.3"
"840.3","840"
"841","841"
"842","842"
"850","850"
"851","851"
"853","853"
"854","854"
"855","855"
"856","856"
"857","857"
"858","858"
"859","859"
"860","860"
"870","870"
"870.1","870.1"
"870.1","870"
"870.2","870.2"
"870.2","870"
"870.3","870.3"
"870.3","870"
"870.4","870.4"
"870.4","870"
"870.5","870.5"
"870.5","870"
"870.6","870.6"
"870.6","870"
"870.8","870.8"
"870.8","870"
"871","871"
"871.1","871.1"
"871.1","871"
"871.2","871.2"
"871.2","871"
"871.3","871.3"
"871.3","871"
"871.4","871.4"
"871.4","871"
"872","872"
"873","873"
"874","874"
"875","875"
"876","876"
"905","905"
"906","906"
"907","907"
"908","908"
"909","909"
"910","910"
"911","911"
"912","912"
"913","913"
"915","915"
"916","916"
"930","930"
"931","931"
"938","938"
"938.1","938.1"
"938.1","938"
"939","939"
"939.1","939.1"
"939.1","939"
"941","941"
"942","942"
"946","946"
"947","947"
"949","949"
"949.1","949.1"
"949.1","949"
"952","952"
"958","958"
"958.1","958.1"
"958.1","958"
"958.2","958.2"
"958.2","958"
"960","960"
"960.1","960.1"
"960.1","960"
"960.2","960.2"
"960.2","960"
"961","961"
"961.1","961.1"
"961.1","961"
"962","962"
"962.1","962.1"
"962.1","962"
"962.2","962.2"
"962.2","962"
"962.3","962.3"
"962.3","962"
"963","963"
"963.1","963.1"
"963.1","963"
"964","964"
"964.1","964.1"
"964.1","964"
"965","965"
"965.1","965.1"
"965.1","965"
"965.2","965.2"
"965.2","965"
"965.3","965.3"
"965.3","965"
"966","966"
"967","967"
"969","969"
"971","971"
"972","972"
"972.1","972.1"
"972.1","972"
"972.6","972.6"
"972.6","972"
"973","973"
"974","974"
"975","975"
"976","976"
"977","977"
"979","979"
"980","980"
"981","981"
"983","983"
"984","984"
"985","985"
"986","986"
"987","987"
"988","988"
"989","989"
"990","990"
"994","994"
"994.1","994.1"
"994.1","994"
"994.2","994.2"
"994.2","994"
"994.21","994.21"
"994.21","994.2"
"994.21","994"
